country,year,co2,co2_per_capita,coal_co2,oil_co2,gas_co2,population,Code,gdp_per_capita,renewable_energy_consumption
Mexico,1999,386.04,3.975,26.003,271.403,69.803,97115654,MEX,20030.547,6.8996468
Mexico,2000,391.439,3.969,26.7,263.874,81.202,98625515,MEX,20715.873,6.6645803
Mexico,2001,407.485,4.071,30.638,275.577,82.887,100099057,MEX,20318.896,5.9095926
Mexico,2002,410.301,4.04,34.701,265.359,92.171,101548570,MEX,19981.475,5.124882
Mexico,2003,435.969,4.234,42.458,273.195,101.903,102978472,MEX,19937.625,4.4104505
Mexico,2004,438.588,4.201,37.882,276.736,105.647,104394075,MEX,20368.49,4.989392
Mexico,2005,463.432,4.38,46.808,291.123,105.516,105811451,MEX,20520.318,5.004691
Mexico,2006,474.519,4.424,50.288,284.689,117.937,107253625,MEX,21217.143,5.1775947
Mexico,2007,473.595,4.354,45.84,286.649,117.274,108774308,MEX,21355.223,4.845502
Mexico,2008,472.981,4.285,40.784,288.397,118.567,110374235,MEX,21244.197,6.04278
Mexico,2009,460.294,4.11,40.813,272.741,123.433,111999662,MEX,19617.918,4.5587587
Mexico,2010,456.409,4.017,51.054,259.679,124.122,113623858,MEX,20298.826,5.9526296
Mexico,2011,483.302,4.194,56.041,272.512,130.707,115243459,MEX,20702.826,5.6022654
Mexico,2012,501.489,4.293,49.223,290.158,135.727,116818153,MEX,21149.451,5.1935306
Mexico,2013,495.415,4.186,49.977,277.695,142.277,118343517,MEX,21054.742,4.8340197
Mexico,2014,484.045,4.041,48.944,269.275,138.503,119784217,MEX,21322.33,6.426185
Mexico,2015,479.434,3.96,44.114,258.874,147.977,121072270,MEX,21665.557,5.8616557
Mexico,2016,478.828,3.917,47.621,251.592,151.455,122251299,MEX,21836.922,5.731222
Mexico,2017,464.406,3.763,48.53,245.84,143.251,123400004,MEX,22038.57,5.7701097
Mexico,2018,468.413,3.76,47.313,228.842,165.521,124573671,MEX,22261.46,6.3425817
Mexico,2019,468.236,3.723,45.268,238.026,157.1,125762928,MEX,21964.354,6.6410456
Mexico,2020,428.94,3.383,33.705,204.105,160.951,126798998,MEX,19964.967,8.668187
Mexico,2021,446.834,3.501,29.22,219.977,165.839,127648107,MEX,21031.709,9.537886
Mexico,2022,465.336,3.618,35.958,235.344,164.588,128613066,MEX,21643.973,9.242802
Mexico,2023,482.623,3.72,38.865,238.041,176.579,129739713,MEX,22142.607,7.9276714
Morocco,1990,22.298,0.915,4.221,16.125,0.11,24375508,MAR,4418.66,4.1058965
Morocco,1991,23.688,0.955,4.874,16.227,0.073,24798965,MAR,4656.126,4.074406
Morocco,1992,24.737,0.981,4.184,17.76,0.048,25212419,MAR,4483.2495,2.860673
Morocco,1993,26.779,1.045,4.763,19.237,0.048,25614533,MAR,4379.764,1.2996103
Morocco,1994,28.124,1.082,5.309,20.057,0.044,26000781,MAR,4771.093,2.2370532
Morocco,1995,28.75,1.089,6.314,19.693,0.026,26399383,MAR,4444.2285,1.6583773
Morocco,1996,29.525,1.101,8.051,18.663,0.033,26808063,MAR,4916.48,5.091763
Morocco,1997,29.978,1.102,7.682,19.197,0.066,27213289,MAR,4766.1104,5.213629
Morocco,1998,30.881,1.118,8.57,19.159,0.066,27621589,MAR,5033.9233,4.3339806
Morocco,1999,31.986,1.141,8.295,20.5,0.077,28027140,MAR,5043.665,1.9364423
Morocco,2000,33.199,1.168,10.028,19.756,0.088,28423380,MAR,5100.1157,1.8514851
Morocco,2001,36.806,1.277,12.773,19.87,0.084,28814598,MAR,5417.5786,2.3284373
Morocco,2002,37.306,1.278,13.105,19.985,0.084,29198087,MAR,5544.072,2.1849256
Morocco,2003,36.57,1.237,12.234,20.071,0.081,29571375,MAR,5810.053,3.4428172
Morocco,2004,42.226,1.41,13.689,24.043,0.099,29952970,MAR,5996.39,3.2725637
Morocco,2005,44.661,1.471,14.084,25.344,0.868,30358088,MAR,6103.4224,1.9537929
Morocco,2006,46.249,1.503,14.699,25.983,1.095,30771131,MAR,6488.674,1.8953096
Morocco,2007,48.913,1.568,15.078,27.588,1.242,31186417,MAR,6620.5903,1.9266162
Morocco,2008,51.369,1.625,14.121,30.679,1.114,31606714,MAR,6901.9507,1.7804509
Morocco,2009,50.86,1.588,13.168,30.884,1.209,32030735,MAR,7063.727,4.4312935
Morocco,2010,54.365,1.674,13.223,34.478,1.304,32466965,MAR,7210.6367,5.532392
Morocco,2011,54.868,1.667,11.465,36.574,1.638,32912540,MAR,7503.793,3.4209776
Morocco,2012,56.954,1.707,11.462,37.258,2.396,33355201,MAR,7628.644,2.9226825
Morocco,2013,56.606,1.675,11.212,36.973,2.349,33787523,MAR,7839.032,4.7959743
Morocco,2014,57.175,1.672,15.3,34.458,2.246,34204741,MAR,7951.7983,4.1867847
Morocco,2015,58.495,1.69,16.843,34.079,2.323,34607538,MAR,8198.809,5.071517
Morocco,2016,58.457,1.669,16.235,34.654,2.363,35023413,MAR,8141.9404,5.2578416
Morocco,2017,61.104,1.724,16.875,36.828,2.345,35446348,MAR,8450.009,4.9719467
Morocco,2018,62.306,1.738,19.518,35.79,2.114,35839708,MAR,8611.75,6.6989107
Morocco,2019,68.74,1.898,25.258,36.481,2.004,36210859,MAR,8768.176,7.1096087
Morocco,2020,64.564,1.765,25.356,33.161,1.557,36584160,MAR,8054.563,7.141505
Morocco,2021,70.245,1.901,26.592,36.986,1.557,36954394,MAR,8623.266,7.1264544
Morocco,2022,69.506,1.862,26.715,37.25,0.431,37329012,MAR,8666.079,6.6156073
Morocco,2023,68.668,1.821,25.059,36.747,1.752,37712463,MAR,8868.712,7.97416
Netherlands,1990,162.797,10.831,36.094,49.202,75.023,15030838,NLD,43599.863,0.27298614
Netherlands,1991,171.193,11.296,34.259,50.54,83.913,15155049,NLD,44312.746,0.31010416
Netherlands,1992,170.997,11.193,34.467,51.65,82.528,15276746,NLD,44729.29,0.32961985
Netherlands,1993,170.964,11.109,33.314,51.721,83.614,15389666,NLD,44977.203,0.3632424
Netherlands,1994,171.731,11.09,36.511,52.234,80.557,15485402,NLD,46030.645,0.4136152
Netherlands,1995,173.261,11.131,35.865,52.949,82.168,15564977,NLD,47231.113,0.44182104
Netherlands,1996,182.323,11.657,34.642,54.307,91.306,15639984,NLD,48621.832,0.5463039
Netherlands,1997,175.247,11.145,33.759,54.021,85.289,15723574,NLD,50427.266,0.6161634
Netherlands,1998,176.179,11.131,34.435,55.387,84.315,15827052,NLD,52446.613,0.7030627
Netherlands,1999,170.835,10.717,30.481,55.958,82.462,15940134,NLD,54726.25,0.769716
Netherlands,2000,171.936,10.707,31.789,55.866,82.368,16058703,NLD,56629.344,0.8954775
Netherlands,2001,177.247,10.953,34.235,56.518,84.587,16182665,NLD,57509.42,0.9577014
Netherlands,2002,176.525,10.838,34.726,55.066,83.939,16288002,NLD,57283.96,1.1499947
Netherlands,2003,179.964,10.996,36.055,56.448,84.789,16366857,NLD,57070.105,1.1242951
Netherlands,2004,181.892,11.074,35.516,56.631,87.1,16425521,NLD,58018.863,1.4521759
Netherlands,2005,177.931,10.806,34.157,56.612,84.417,16465658,NLD,59060.78,2.013442
Netherlands,2006,173.085,10.494,32.946,55.216,82.233,16493808,NLD,61051.844,2.239911
Netherlands,2007,172.833,10.455,35.541,54.552,79.979,16531313,NLD,63286.086,2.3409986
Netherlands,2008,175.705,10.586,34.516,54.921,83.699,16597210,NLD,64374.64,2.816523
Netherlands,2009,170.234,10.203,31.75,51.816,84.076,16684105,NLD,61697.008,3.3230915
Netherlands,2010,182.289,10.869,33.055,52.471,94.173,16771188,NLD,62191.176,3.0386908
Netherlands,2011,169.162,10.039,32.093,52.348,82.199,16851014,NLD,62999.508,3.5456226
Netherlands,2012,165.575,9.789,34.336,50.267,78.574,16915143,NLD,62153.023,3.6702337
Netherlands,2013,164.758,9.71,34.682,48.276,79.184,16967013,NLD,61951.316,3.6103115
Netherlands,2014,157.342,9.239,38.172,47.144,69.378,17030041,NLD,62724.246,3.6512747
Netherlands,2015,163.743,9.571,45.533,47.104,68.546,17107382,NLD,63771.105,4.031189
Netherlands,2016,164.608,9.568,42.642,47.572,71.748,17204642,NLD,64970.418,4.1387153
Netherlands,2017,162.078,9.36,38.511,47.448,73.32,17315333,NLD,66383.98,4.794659
Netherlands,2018,158.042,9.072,35.129,47.591,72.694,17421239,NLD,67488.18,5.5051446
Netherlands,2019,152.422,8.691,27.575,47.569,75.028,17537460,NLD,68589.68,6.7085767
Netherlands,2020,136.67,7.749,19.404,42.209,73.026,17636680,NLD,65571.375,9.734893
Netherlands,2021,139.684,7.878,24.986,42.646,69.77,17730519,NLD,69323.33,11.482852
Netherlands,2022,127.241,7.107,24.291,43.644,57.088,17904367,NLD,72103.87,14.416846
Netherlands,2023,118.668,6.559,16.799,45.244,54.382,18092473,NLD,71446.695,16.630291
New Zealand,1990,25.497,7.506,4.653,12.386,7.139,3396932,NZL,30851.943,40.272728
New Zealand,1991,26.176,7.52,4.503,12.276,7.948,3480888,NZL,29072.213,39.292564
New Zealand,1992,28.162,7.973,4.922,13.29,8.417,3532198,NZL,29085.615,36.401722
New Zealand,1993,27.755,7.767,4.889,13.164,8.164,3573556,NZL,30593.936,39.093678
New Zealand,1994,27.895,7.704,4.627,14.082,7.61,3620986,NZL,31735.357,40.07229
New Zealand,1995,28.001,7.62,4.631,14.733,7.015,3674389,NZL,32750.96,40.820995
New Zealand,1996,29.301,7.857,4.585,14.896,8.107,3729337,NZL,33400.73,38.33256
New Zealand,1997,31.274,8.28,4.934,15.217,9.273,3776907,NZL,33650.656,34.58462
New Zealand,1998,29.853,7.833,4.519,15.5,7.996,3811332,NZL,33639.93,37.697983
New Zealand,1999,31.461,8.202,4.619,15.805,9.169,3835514,NZL,35262.613,34.57964
New Zealand,2000,32.241,8.358,4.409,16.469,9.488,3857521,NZL,36062.344,35.36387
New Zealand,2001,34.379,8.834,5.412,16.586,10.448,3891714,NZL,37073.49,31.766731
New Zealand,2002,34.542,8.742,5.421,17.319,9.864,3951062,NZL,38152.508,34.139435
New Zealand,2003,36.243,9.01,7.74,18.099,8.528,4022538,NZL,39175.887,33.365532
New Zealand,2004,35.837,8.775,8.013,18.481,7.259,4083857,NZL,40175.938,36.99028
New Zealand,2005,37.425,9.051,8.919,18.661,7.57,4134949,NZL,41057.066,33.78733
New Zealand,2006,37.33,8.926,8.796,18.792,7.555,4181891,NZL,41687.01,34.04708
New Zealand,2007,36.409,8.621,6.726,18.998,8.261,4223208,NZL,42559.742,34.70124
New Zealand,2008,37.506,8.801,8.284,18.857,7.812,4261775,NZL,41676.98,33.83558
New Zealand,2009,34.617,8.043,6.316,18.131,7.458,4304250,NZL,41240.96,37.36173
New Zealand,2010,34.808,8.006,5.458,18.208,8.382,4347718,NZL,41374.203,38.311356
New Zealand,2011,34.262,7.818,5.534,18.404,7.626,4382648,NZL,41980.227,39.186787
New Zealand,2012,35.941,8.147,6.853,18.151,8.343,4411632,NZL,42706.58,36.696205
New Zealand,2013,35.238,7.912,6.013,18.538,8.373,4453817,NZL,43549.457,36.768856
New Zealand,2014,35.435,7.834,5.442,18.848,8.602,4522923,NZL,44440.12,37.452274
New Zealand,2015,35.802,7.759,5.47,19.368,8.305,4613988,NZL,45170.42,38.143116
New Zealand,2016,34.146,7.242,4.465,19.487,7.894,4714729,NZL,45822.71,38.817078
New Zealand,2017,35.685,7.415,4.669,20.359,8.518,4812704,NZL,46400.08,37.08545
New Zealand,2018,35.703,7.285,5.249,20.531,7.899,4900795,NZL,47171.28,38.09752
New Zealand,2019,36.732,7.362,5.6,20.909,8.24,4989366,NZL,47523.23,36.899734
New Zealand,2020,34.023,6.711,5.322,19.122,7.847,5069848,NZL,46289.387,39.27529
New Zealand,2021,34.323,6.72,6.175,19.853,6.702,5107644,NZL,48194.043,40.316456
New Zealand,2022,31.61,6.16,4.288,19.306,6.14,5131680,NZL,49474.242,43.294933
New Zealand,2023,30.119,5.823,3.39,18.643,6.222,5172791,NZL,48826.574,42.264587
Norway,1990,35.003,8.253,3.687,20.245,7.498,4241384,NOR,57251.28,71.55794
Norway,1991,33.458,7.851,3.262,19.444,7.824,4261568,NOR,58736.613,70.17898
Norway,1992,34.394,8.024,3.291,19.745,8.332,4286210,NOR,60486.004,71.026276
Norway,1993,35.938,8.335,3.699,20.124,8.716,4311815,NOR,61837.77,70.75534
Norway,1994,37.853,8.729,4.066,20.87,9.42,4336416,NOR,64594.992,68.29652
Norway,1995,38.458,8.823,4.137,21.307,9.393,4358940,NOR,66930.94,69.428665
Norway,1996,41.524,9.478,4.137,23.379,10.114,4381089,NOR,69940.78,64.53172
Norway,1997,41.625,9.45,4.21,23.034,10.548,4404936,NOR,73238.69,65.00285
Norway,1998,41.818,9.437,4.415,23.739,9.857,4431253,NOR,74746.82,65.89856
Norway,1999,42.591,9.546,4.4,24.271,9.611,4461738,NOR,75774.95,67.14488
Norway,2000,42.11,9.377,4.322,22.334,11.036,4490821,NOR,77783.39,70.79301
Norway,2001,43.498,9.637,3.937,23.319,12.125,4513603,NOR,78990.53,66.997635
